,Site,Elev_km,Year,D13C_permil (Exact Gridpoint),D13C_permil (3 Gridsquare),Tair_degC,CO2_ppm,VPD_kPa,Obs,,,,,,,,
433,Lochwood,0.175,1993,21.41136646,21.49030643,12.93684387,356.565155,0.451272659,21.63436786,,,,,,,,
434,Lochwood,0.175,1994,21.3008585,21.41877916,14.41273499,358.0736389,0.47320784,22.71872143,,,,,,,,
435,Lochwood,0.175,1995,20.91775799,21.51192347,16.71917725,359.8971252,0.667558105,21.45815808,,,,,,,,
436,Lochwood,0.175,1996,21.25858593,21.43208302,15.0302124,361.6521912,0.529960022,21.58188925,,,,,,,,
437,Lochwood,0.175,1997,21.64209366,21.77282757,16.05906677,362.7540283,0.541169373,21.19871076,,,,,,,,
438,Lochwood,0.175,1998,21.72171974,21.79921341,14.11480713,365.3913879,0.463112961,21.72361334,,,,,,,,
439,Lochwood,0.175,1999,21.33129597,21.72576449,15.08067322,367.4978638,0.531668213,21.48018548,,,,,,,,
440,Lochwood,0.175,2000,21.57166958,21.43971909,14.67024231,368.7028198,0.494801666,21.75585768,,,,,,,,
441,Lochwood,0.175,2001,21.6857357,21.33121745,14.47229004,370.2720642,0.471634796,22.18883386,,,,,,,,
442,Lochwood,0.175,2002,21.84522438,21.52886285,14.93711853,372.2810974,0.426085907,21.42343727,,,,,,,,
443,Lochwood,0.175,2003,21.28583145,21.62227217,16.12677002,374.8222046,0.579945404,20.46905464,,,,,,,,
444,Lochwood,0.175,2004,21.77571583,21.66592269,15.41239929,376.6405029,0.485031906,NA,,,,,,,,
445,Lochwood,0.175,2005,21.29131222,21.49231052,15.24093628,378.6688843,0.521863815,NA,,,,,,,,
446,Lochwood,0.175,2006,21.43593025,21.60200416,16.2137146,380.7958679,0.599402115,NA,,,,,,,,
447,Lochwood,0.175,2007,21.72465229,21.66625637,14.39901733,382.5254822,0.464524277,NA,,,,,,,,
448,Lochwood,0.175,2008,22.21022987,21.62372854,15.44046021,384.6410522,0.438141953,NA,,,,,,,,
449,Lochwood,0.175,2009,22.06871796,21.3854226,15.27928162,386.1344604,0.500282669,NA,,,,,,,,
450,Lochwood,0.175,2010,21.84863091,21.42820782,14.2709198,388.4158936,0.503413391,NA,,,,,,,,
451,Lochwood,0.175,2011,21.56283188,21.44157219,14.13566589,390.2927551,0.481870834,NA,,,,,,,,
452,Lochwood,0.175,2012,22.14040089,21.52509107,14.69606018,392.3015747,0.449913712,NA,,,,,,,,
453,Lochwood,0.175,2013,21.65467262,21.36344094,16.44197083,395.0367432,0.559374084,NA,,,,,,,,
454,Lochwood,0.175,2014,21.45998573,21.43972694,14.84460449,396.9614868,0.554605194,NA,,,,,,,,
455,Lochwood,0.175,2015,21.51192284,21.54615116,14.10174561,399.2627258,0.470428696,NA,,,,,,,,
456,Lochwood,0.175,2016,21.86398125,21.70934306,14.98890686,402.696991,0.501797791,NA,,,,,,,,
