,Site,Elev_km,Year,Tair_degC,CO2_ppm,SMC_mm,VPD_kPa,par_molm2mth,Modelled D13C,Measured D13C
249,Mapledurham,0.07,1999,13.760436,367.4978759,159.0075374,0.613288417,495.2208261,21.4458923,19.73239585
250,Mapledurham,0.07,2000,13.42529169,368.7026478,173.6487596,0.550714604,467.1907601,21.52541874,20.21493035
251,Mapledurham,0.07,2001,13.48376235,370.2718721,145.9811507,0.56229597,485.1554249,21.33943849,19.71685661
252,Mapledurham,0.07,2002,13.34235951,372.2810539,175.577589,0.551235311,438.5433906,21.46934561,19.94192414
253,Mapledurham,0.07,2003,13.97006044,374.8220276,110.8342239,0.685782163,509.9582479,21.03929787,19.32692265
254,Mapledurham,0.07,2004,13.78947248,376.6405422,152.6433621,0.583391867,430.6625416,21.39059034,19.54344615
255,Mapledurham,0.07,2005,13.8550285,378.6687337,124.0715025,0.605130281,500.7540054,21.34166309,19.3600428
256,Mapledurham,0.07,2006,14.65859291,380.7958663,133.1798497,0.654660497,493.8075274,21.29061403,19.25278736
257,Mapledurham,0.07,2007,13.47541234,382.5255142,172.8647402,0.557989436,431.7272943,21.58406832,NA
258,Mapledurham,0.07,2008,13.28652854,384.6410522,183.6843845,0.606574504,459.9691411,21.51023782,NA
259,Mapledurham,0.07,2009,13.55380509,386.1345175,133.5062509,0.602498344,473.6607128,21.45796667,NA
260,Mapledurham,0.07,2010,13.22292549,388.4160655,135.914339,0.630964288,444.7398202,21.31576046,NA
261,Mapledurham,0.07,2011,13.38197645,390.2927876,128.1462133,0.638661008,444.4874843,21.35247355,NA
262,Mapledurham,0.07,2012,12.90925836,392.3017369,201.2401563,0.561589834,413.8286705,21.7223172,NA
263,Mapledurham,0.07,2013,13.57861114,395.0367432,134.7350257,0.631460814,460.9099041,21.36533204,NA
264,Mapledurham,0.07,2014,14.20755423,396.9615307,169.2060473,0.640077786,508.3102985,21.48578479,NA
265,Mapledurham,0.07,2015,13.27690474,399.2625536,150.0668719,0.592132324,503.6272182,21.3344902,NA
266,Mapledurham,0.07,2016,13.8300689,402.6971502,167.5767433,0.566484402,474.048645,21.55839751,NA
267,Mill Haft,0.108,1979,12.39410501,338.665358,175.1645509,0.461133847,NA,21.26087492,20.58288714
268,Mill Haft,0.108,1980,12.76836027,338.6653572,192.3574171,0.454727501,NA,21.31639548,21.97159743
269,Mill Haft,0.108,1981,12.88651517,339.8707059,172.7267062,0.468709012,NA,21.31338126,21.32870816
270,Mill Haft,0.108,1982,13.26504032,340.6262031,183.50926,0.491300619,466.0656044,21.3701931,20.71796687
271,Mill Haft,0.108,1983,13.8300929,342.3103965,171.5483927,0.53518725,513.9994482,21.16612107,20.11756358
272,Mill Haft,0.108,1984,13.61660719,343.8531946,153.5126069,0.551390562,536.0605994,21.05437068,20.21782281
273,Mill Haft,0.108,1985,12.19881284,345.3340902,196.4171418,0.439065731,471.8085967,21.39571565,21.79582323
274,Mill Haft,0.108,1986,12.01677511,346.7361869,175.8016223,0.45833265,489.109026,21.09640979,21.26437409
275,Mill Haft,0.108,1987,12.41317516,348.4819216,194.4896716,0.432542123,473.8811164,21.33325498,22.0261572
276,Mill Haft,0.108,1988,12.55074574,351.0187578,190.7075521,0.4617607,480.6096279,21.29214322,21.26665066
277,Mill Haft,0.108,1989,13.82726378,352.6575735,149.3779183,0.604890623,533.0202074,20.95697328,19.97097484
278,Mill Haft,0.108,1990,13.67669155,353.8455496,133.0548947,0.596108019,510.8544432,20.83481489,20.04786973
279,Mill Haft,0.108,1991,13.00357741,355.1502261,165.3999075,0.521337618,487.288625,21.27546138,20.41827775
280,Mill Haft,0.108,1992,13.2505313,355.8585143,196.4769845,0.527483445,496.1370387,21.18325631,20.59231309
281,Mill Haft,0.108,1993,12.47064176,356.5653422,193.0751279,0.470347065,479.1683568,21.2770514,20.03035987
282,Mill Haft,0.108,1994,12.95625812,358.0735228,163.204343,0.534843665,492.5174202,21.12179954,19.67925105
283,Mill Haft,0.108,1995,14.51128075,359.897263,122.9425857,0.635305059,525.8317832,20.83484664,19.23902277
284,Mill Haft,0.108,1996,12.93039068,361.6521903,151.9399622,0.556156137,480.529245,20.99281677,20.12000207
285,Mill Haft,0.108,1997,13.75308194,362.7540707,185.1016913,0.538580781,488.7927257,21.39964277,20.01101224
286,Mill Haft,0.108,1998,12.91522771,365.3915856,181.6000852,0.481523576,447.6865805,21.47073989,20.4081345
287,Mill Haft,0.108,1999,13.73476687,367.497876,193.6372444,0.526303746,506.9041444,21.33197426,20.40666493
288,Mill Haft,0.108,2000,13.43389391,368.7026519,190.5274724,0.489759531,481.9697233,21.42300554,20.43290786
289,Mill Haft,0.108,2001,13.21060694,370.2718776,172.1754854,0.501761236,469.0601755,21.37209492,20.04538088
290,Mill Haft,0.108,2002,13.13552231,372.2810547,201.9503138,0.497682359,473.4449042,21.44632888,19.90880474
291,Mill Haft,0.108,2003,13.98370352,374.8220319,157.6618911,0.593272728,531.4435433,21.13728317,20.17765301
292,Mill Haft,0.108,2004,13.56758432,376.6405419,183.5597423,0.510178685,511.9687994,21.43401618,20.19227785
293,Mill Haft,0.108,2005,13.76998437,378.6687382,177.3148872,0.515227744,512.4524381,21.21828348,20.21479391
294,Mill Haft,0.108,2006,14.63735138,380.7958664,158.6290403,0.574310836,540.2423213,21.21948171,19.94150149
295,Mill Haft,0.108,2007,13.49312985,382.525515,198.8428788,0.507524685,486.5501522,21.52976066,20.30910122
296,Mill Haft,0.108,2008,13.25464414,384.6410522,192.7891512,0.503865265,480.0907144,21.46286998,20.7620768
297,Mill Haft,0.108,2009,13.53217047,386.1345172,179.2093632,0.532753096,479.3103699,21.45556523,19.5070978
298,Mill Haft,0.108,2010,13.37254437,388.4160557,165.1516226,0.541182509,483.7229536,21.40776912,20.12968799
299,Mill Haft,0.108,2011,13.55219612,390.2927865,137.1682522,0.525829752,485.8491982,21.2312821,20.00988071
300,Mill Haft,0.108,2012,12.73532122,392.3017365,211.6301838,0.45724176,462.1863935,21.68490147,20.41581038
301,Mill Haft,0.108,2013,13.60856325,395.0367432,161.636683,0.559962787,531.5779819,21.32864866,20.17082791
302,Mill Haft,0.108,2014,14.20608669,396.9615296,176.4566707,0.547883634,517.9185142,21.45958934,20.54410381
303,Mill Haft,0.108,2015,13.02197914,399.2625578,172.8988759,0.518445299,536.2441225,21.26675527,NA
304,Mill Haft,0.108,2016,13.71463082,402.6971499,194.0723144,0.495784029,491.4411338,21.64127552,NA
305,Sandringham Park,0.038,1979,12.4641392,338.6653576,105.329587,0.405069318,NA,20.72355931,21.10596732
306,Sandringham Park,0.038,1980,12.37195559,338.6653571,101.7517918,0.432973459,NA,20.76025337,21.34652522
307,Sandringham Park,0.038,1981,12.77402498,339.870708,102.1231915,0.429360272,NA,20.78307793,21.05076741
308,Sandringham Park,0.038,1982,13.14638424,340.6262031,100.2800335,0.451064709,374.934558,20.94412378,21.14193202
309,Sandringham Park,0.038,1983,13.31638271,342.3103963,104.6306465,0.507038757,430.9036777,20.76064239,20.16213754
310,Sandringham Park,0.038,1984,12.80253994,343.8531974,108.0593704,0.482631059,446.3980524,20.72807775,19.78985725
311,Sandringham Park,0.038,1985,12.02629936,345.3340904,128.8155566,0.418743039,398.4550353,20.85101041,20.43930288
312,Sandringham Park,0.038,1986,12.18621969,346.7361856,101.6927296,0.449570232,440.1170686,20.56831683,20.27195171
313,Sandringham Park,0.038,1987,12.13552786,348.4819196,116.485374,0.38724184,353.3768518,20.92550909,20.39798452
314,Sandringham Park,0.038,1988,12.61013244,351.0187579,93.95412224,0.431093605,425.8755986,20.73259044,21.12652321
315,Sandringham Park,0.038,1989,13.79250413,352.6575655,77.31411518,0.612696098,472.3241253,20.43442614,20.19495743
316,Sandringham Park,0.038,1990,13.53046244,353.8455493,54.85768468,0.604028878,469.4929139,20.29299551,19.82034627
317,Sandringham Park,0.038,1991,13.09688727,355.1502275,78.365409,0.502601722,453.4163267,20.70443296,20.00267353
318,Sandringham Park,0.038,1992,13.24159126,355.8585138,76.58730934,0.50357915,461.7300151,20.68056418,20.39971509
319,Sandringham Park,0.038,1993,12.15958873,356.5653445,134.535048,0.454949697,435.0204305,20.7705084,20.43075363
320,Sandringham Park,0.038,1994,13.07884269,358.0735188,92.12870061,0.513332218,448.8828948,20.61653748,19.97799602
321,Sandringham Park,0.038,1995,14.14367428,359.8972646,69.7201215,0.634137019,446.8653356,20.42655828,19.63518196
322,Sandringham Park,0.038,1996,12.74761918,361.6521901,55.61060023,0.532480652,455.6093634,20.3839167,19.49781216
323,Sandringham Park,0.038,1997,13.59811974,362.7540721,60.28404523,0.54533707,456.3367516,20.86289463,20.31494029
324,Sandringham Park,0.038,1998,13.00898148,365.3915811,104.5343141,0.485441703,416.9727685,20.85477636,20.93308026
325,Sandringham Park,0.038,1999,13.5304031,367.4978758,97.10090368,0.532380682,456.6143441,20.82616231,20.825482
326,Sandringham Park,0.038,2000,13.15041973,368.7026477,122.08913,0.475631686,415.0000291,20.93441207,21.07247402
327,Sandringham Park,0.038,2001,13.3007871,370.2718736,115.1297085,0.503270953,432.440948,20.8927482,21.43103937
328,Sandringham Park,0.038,2002,13.34371908,372.2810539,108.2098075,0.500591058,398.1620352,20.94890194,21.11646349
329,Sandringham Park,0.038,2003,14.15844534,374.8220314,73.60236772,0.609070944,432.9300778,20.55840404,21.02027704
330,Sandringham Park,0.038,2004,13.82257907,376.6405416,112.083131,0.497434262,443.1867564,20.95644084,21.18689179
331,Sandringham Park,0.038,2005,13.5372263,378.6687289,56.78711102,0.503794735,447.3263029,20.77534148,21.52039776
332,Sandringham Park,0.038,2006,14.48931709,380.7958662,78.26139805,0.58556741,494.153909,20.78523749,20.5945867
333,Sandringham Park,0.038,2007,13.35240203,382.5255144,123.9088518,0.499530181,405.457363,20.99974101,21.13689746
334,Sandringham Park,0.038,2008,13.33424925,384.6410522,110.9655409,0.512889328,442.6039118,20.90361571,21.0858154
335,Sandringham Park,0.038,2009,13.54334207,386.1345177,80.05802192,0.539501713,425.3250627,20.80746515,20.72765404
336,Sandringham Park,0.038,2010,13.12368564,388.4160614,91.23623236,0.525924319,439.2786909,20.81613994,20.64859028
337,Sandringham Park,0.038,2011,13.57719902,390.2927884,68.28382034,0.543073985,454.3407503,20.63735676,21.06166855
338,Sandringham Park,0.038,2012,12.92227034,392.3017327,134.3064315,0.479664955,417.2994453,21.16390332,20.79534414
339,Sandringham Park,0.038,2013,13.46487397,395.0367432,85.24559724,0.530076956,447.0913517,20.77350273,20.0889102
340,Sandringham Park,0.038,2014,14.13391609,396.9615302,91.33205356,0.563500414,436.4083095,20.99688015,20.43000528
341,Sandringham Park,0.038,2015,13.05334023,399.2625513,85.96472582,0.536176968,455.9370508,20.6912683,20.8079162
342,Sandringham Park,0.038,2016,13.75007371,402.6971506,118.1667707,0.50536036,426.1738093,21.01210517,NA
343,Tomich,0.184,1979,9.460185855,338.6653575,161.4808749,0.347116776,NA,21.97458668,21.3827174
344,Tomich,0.184,1980,9.895017253,338.665356,161.06758,0.357895128,NA,21.93207531,21.63163777
345,Tomich,0.184,1981,9.855245181,339.870717,164.0330914,0.389837947,NA,22.0211498,21.20470868
346,Tomich,0.184,1982,10.19853604,340.6262028,156.7855469,0.382622596,414.6122956,21.81630227,20.8088185
347,Tomich,0.184,1983,10.60371461,342.3103984,149.6735719,0.376205017,436.3975765,21.99181213,20.80416166
348,Tomich,0.184,1984,10.36779379,343.8531928,119.5303713,0.404449748,456.4475622,21.78348824,20.51599221
349,Tomich,0.184,1985,8.983584767,345.3340887,163.5920961,0.358990822,357.9412785,22.34422576,21.34223262
350,Tomich,0.184,1986,8.733841996,346.7362069,152.4428075,0.372742726,413.8909575,21.86329906,21.47419167
351,Tomich,0.184,1987,9.249900797,348.4819258,161.8422508,0.357613339,390.0162011,21.94864605,20.82829181
352,Tomich,0.184,1988,10.08692808,351.018757,162.4913918,0.373173478,401.454686,22.12095441,21.26072638
353,Tomich,0.184,1989,10.04559757,352.6575876,172.9990131,0.413441278,431.0514247,21.89337005,21.26797519
354,Tomich,0.184,1990,10.34563039,353.8455498,177.8621686,0.393839545,469.0922549,22.03742675,20.90838106
355,Tomich,0.184,1991,10.31794808,355.1502148,165.2352217,0.40044794,439.6723578,22.00580606,21.10454914
356,Tomich,0.184,1992,10.13788419,355.8585183,144.6135134,0.416584885,448.1398413,22.0265293,20.94472463
357,Tomich,0.184,1993,9.481781492,356.5653361,159.5121582,0.363328575,429.068651,22.02763852,21.31413541
358,Tomich,0.184,1994,9.977681404,358.0735223,157.2896869,0.412706597,463.6527063,21.84785333,21.00646775
359,Tomich,0.184,1995,10.66038528,359.8972545,148.427935,0.425981349,484.6028036,21.8355993,20.13320365
360,Tomich,0.184,1996,10.08054047,361.6521903,160.79439,0.412481298,419.1115748,21.87608176,20.78567788
361,Tomich,0.184,1997,10.90805953,362.754069,155.9767304,0.413718879,463.7623364,21.97158407,20.92866679
362,Tomich,0.184,1998,9.867623626,365.3915654,166.9628498,0.378304612,398.4081705,22.2590348,21.3425868
363,Tomich,0.184,1999,10.32338442,367.4978747,181.5467495,0.413836764,467.1090005,22.10004764,21.0389459
364,Tomich,0.184,2000,10.12979963,368.7026532,165.7128676,0.393365894,425.781061,21.95765523,20.91856901
365,Tomich,0.184,2001,9.744043813,370.2718926,161.4179604,0.384276216,398.0530252,22.18525493,21.56588122
366,Tomich,0.184,2002,10.26427631,372.2810538,166.1198058,0.398435349,384.6524882,22.27726858,21.16732639
367,Tomich,0.184,2003,11.46616879,374.8220261,142.6188161,0.462043376,465.8178157,21.92560479,21.13408284
368,Tomich,0.184,2004,10.89352087,376.6405398,164.1720447,0.405032871,452.6057949,22.35679212,21.23615345
369,Tomich,0.184,2005,10.80779426,378.6687485,158.4952141,0.397971864,454.9836596,22.03667336,21.8176438
370,Tomich,0.184,2006,11.4822142,380.7958664,159.2398587,0.431907574,460.1936961,22.20935555,21.16590138
371,Tomich,0.184,2007,10.67910409,382.5255134,166.7585408,0.392029454,433.3027347,22.25585623,21.28811151
372,Tomich,0.184,2008,10.76132984,384.6410522,176.0895706,0.404048436,454.5180503,22.1108256,21.13039297
373,Tomich,0.184,2009,10.88283301,386.1345152,177.0863802,0.423332896,479.6133833,22.29635953,21.39742651
374,Tomich,0.184,2010,10.07577996,388.416049,162.6536487,0.419895562,404.5444628,22.2032766,21.56416227
375,Tomich,0.184,2011,10.37771741,390.2927848,164.9619367,0.399090818,446.1872797,22.23533903,21.19031391
376,Tomich,0.184,2012,10.13007405,392.3017228,161.5528274,0.392178066,476.3111391,22.03358461,21.91963158
377,Tomich,0.184,2013,10.93205426,395.0367432,159.0693178,0.423057765,475.8261221,22.03892422,21.94662532
378,Tomich,0.184,2014,11.46800586,396.9615293,166.1908033,0.418698067,456.8698194,22.08287803,21.47477363
379,Tomich,0.184,2015,9.780833144,399.2625699,181.6401684,0.396849666,411.2171211,22.03518425,NA
380,Tomich,0.184,2016,10.71839187,402.6971536,182.4890115,0.402667552,426.1257954,22.26180401,NA
381,Tweed,0.19,1979,10.73646135,338.6653582,186.8007245,0.401557676,NA,21.32953388,21.99562778
382,Tweed,0.19,1980,10.7110478,338.6653567,189.4894051,0.398398419,NA,21.49144199,22.28005484
383,Tweed,0.19,1981,11.14757458,339.8707082,164.2421462,0.44261137,NA,21.37326318,21.39370702
384,Tweed,0.19,1982,11.41109392,340.6262029,182.2698923,0.42793038,467.8616522,21.31567304,21.98350272
385,Tweed,0.19,1983,11.69181361,342.3103961,189.0044191,0.457568046,453.6883827,21.44391024,21.09940019
386,Tweed,0.19,1984,11.52976957,343.8531866,168.6059232,0.483445697,492.343754,21.24201622,20.79175718
387,Tweed,0.19,1985,10.25527472,345.3340899,215.6472302,0.381622255,462.2860419,21.66206326,22.56462658
388,Tweed,0.19,1986,10.08755282,346.7361877,201.1771816,0.420841247,471.8696544,21.30753455,22.6388167
389,Tweed,0.19,1987,10.44246084,348.4819242,215.0238063,0.39949842,461.9916755,21.42301952,22.32426514
390,Tweed,0.19,1988,11.18052,351.0187558,199.5842877,0.415378817,495.6831738,21.42048669,23.12816801
391,Tweed,0.19,1989,11.53768111,352.6575794,145.0997497,0.492810367,489.9390592,21.10117197,21.3284724
392,Tweed,0.19,1990,11.58578903,353.8455497,162.2300997,0.463442662,532.526706,21.22132695,21.57322488
393,Tweed,0.19,1991,11.53174022,355.1502224,161.1832193,0.432805383,517.0066653,21.49687675,22.16854362
394,Tweed,0.19,1992,11.25282811,355.8585139,172.0649852,0.436803786,503.5189764,21.33278401,21.78283751
395,Tweed,0.19,1993,10.43290872,356.5653511,198.525899,0.416404151,457.6057227,21.49614787,22.45227358
396,Tweed,0.19,1994,11.19061951,358.0735203,146.0840162,0.439417295,496.8299134,21.31573047,21.87338798
397,Tweed,0.19,1995,12.27316952,359.8972615,156.4478168,0.521708978,531.8876281,21.22775266,21.22823367
398,Tweed,0.19,1996,11.38214466,361.6521904,155.0166132,0.47052469,504.0128814,21.21332365,22.01758208
399,Tweed,0.19,1997,12.0443755,362.7540697,187.9488709,0.464077748,515.173547,21.54814122,22.80390588
400,Tweed,0.19,1998,11.33842706,365.3915713,216.8576444,0.41609458,478.4519185,21.67809545,23.23348848
401,Tweed,0.19,1999,11.7234897,367.4978755,190.7667872,0.45302807,524.7787267,21.51295977,22.64120807
402,Tweed,0.19,2000,11.34104725,368.7026608,196.8006208,0.444908761,515.1917489,21.50719073,22.49405494
403,Tweed,0.19,2001,11.20015578,370.2718833,185.2935506,0.435891999,480.2916801,21.58755873,22.60459088
404,Tweed,0.19,2002,11.49426,372.2810538,217.420927,0.427206775,465.2125373,21.84110423,22.60526677
405,Tweed,0.19,2003,12.34434756,374.8220307,162.9048962,0.511528707,523.3039958,21.46656628,22.00182554
406,Tweed,0.19,2004,12.04843603,376.6405417,199.2922349,0.444606272,502.6125021,21.68972581,22.69826174
407,Tweed,0.19,2005,11.96092244,378.6687327,182.2473735,0.445898041,510.3900202,21.49035184,22.18819454
408,Tweed,0.19,2006,12.61303453,380.7958663,167.4535305,0.497802906,507.9664051,21.55366991,21.79121789
409,Tweed,0.19,2007,11.81237006,382.5255133,203.9758066,0.437367937,500.5077064,21.62652946,22.72927555
410,Tweed,0.19,2008,11.77985788,384.6410522,208.7174343,0.437615517,474.1025856,21.72875086,23.18344389
411,Tweed,0.19,2009,12.05895275,386.1345161,202.8238066,0.458231142,505.1614554,21.77886266,22.25552173
412,Tweed,0.19,2010,11.40368829,388.4160532,193.5650295,0.461520308,465.6931909,21.66335532,NA
413,Tweed,0.19,2011,11.46366159,390.2927855,214.7376693,0.438311854,522.5025214,21.71129301,NA
414,Tweed,0.19,2012,11.07321277,392.3017299,222.5292817,0.413254841,435.0729837,21.9643107,NA
415,Tweed,0.19,2013,11.9544995,395.0367432,176.1333785,0.473358215,484.6845365,21.62459947,NA
416,Tweed,0.19,2014,12.44360373,396.9615287,195.1712849,0.457476988,508.0884617,21.64932743,NA
417,Tweed,0.19,2015,10.87959586,399.2625601,205.564716,0.436234081,477.8187781,21.5567,NA
418,Tweed,0.19,2016,11.98868836,402.6971519,196.59856,0.4509903,503.3863728,21.82031662,NA
419,Woburn,0.15,1979,12.73412114,338.6653581,125.8931935,0.488699746,NA,21.37428901,18.49305228
420,Woburn,0.15,1980,12.9860887,338.6653573,129.1677964,0.518611148,NA,21.41604646,19.52928365
421,Woburn,0.15,1981,13.19296673,339.8707032,132.0605568,0.542159807,NA,21.41997775,18.81814262
422,Woburn,0.15,1982,13.72155924,340.6262031,106.1256289,0.556596231,445.6881157,21.4934167,19.32104155
423,Woburn,0.15,1983,14.24660266,342.3103963,116.8128006,0.614008942,480.977815,21.31119359,18.75673733
424,Woburn,0.15,1984,13.79973605,343.8531988,97.84392567,0.621940439,491.7560809,21.10094446,19.16539137
425,Woburn,0.15,1985,12.77476763,345.3340904,137.5735819,0.524314744,499.2457409,21.38302386,20.41257044
426,Woburn,0.15,1986,12.81933628,346.736187,120.6078615,0.537711618,495.2864743,21.17601737,19.64733446
427,Woburn,0.15,1987,13.0275358,348.4819231,133.0829436,0.513800362,466.4030411,21.38388371,20.25602797
428,Woburn,0.15,1988,13.17081983,351.0187581,135.8886855,0.532188534,483.6516319,21.36463355,19.82711659
429,Woburn,0.15,1989,14.63285428,352.657566,92.52195053,0.689076954,522.1866179,20.94580816,18.87489987
430,Woburn,0.15,1990,14.30558737,353.8455495,73.78358595,0.694082531,502.8041734,20.82818605,18.23742521
431,Woburn,0.15,1991,13.52661377,355.1502266,117.5673124,0.5647195,492.0347358,21.33065191,18.88575096
432,Woburn,0.15,1992,13.98520245,355.8585124,148.2349109,0.554280152,474.5813816,21.45670936,20.15320549
433,Woburn,0.15,1993,13.09169537,356.5653482,129.944805,0.513244686,495.3212494,21.29124321,19.55565603
434,Woburn,0.15,1994,13.83363569,358.0735215,117.7484278,0.564363261,523.8626861,21.27049756,18.75012836
435,Woburn,0.15,1995,14.80588876,359.8972636,95.39815444,0.718312485,464.7067342,21.01265409,18.60446014
436,Woburn,0.15,1996,13.58473121,361.6521902,82.32262222,0.645052129,532.7363171,21.00209619,19.03402087
437,Woburn,0.15,1997,14.38194494,362.7540711,76.26429728,0.634580625,528.1058417,21.45343024,19.33826552
438,Woburn,0.15,1998,13.63376113,365.3915835,125.8630893,0.573900831,496.4952165,21.45429183,19.65359511
439,Woburn,0.15,1999,14.28500577,367.4978758,131.8039079,0.635912521,543.2630927,21.47437397,19.55987707
440,Woburn,0.15,2000,13.78441456,368.7026477,129.9956152,0.565207175,488.2425468,21.55051514,19.29795717
441,Woburn,0.15,2001,13.86974648,370.2718753,115.1453208,0.585744267,504.6383382,21.42049326,19.29815547
442,Woburn,0.15,2002,13.61591752,372.2810537,154.8877818,0.578253025,450.7772528,21.55794503,19.12091073
443,Woburn,0.15,2003,14.47746154,374.8220304,94.74023685,0.709841427,530.9193754,21.01469331,19.00652386
444,Woburn,0.15,2004,14.35705588,376.6405422,122.2091579,0.594302009,498.5939953,21.43159103,NA
445,Woburn,0.15,2005,14.25327899,378.6687297,72.67057763,0.626409888,534.9254262,21.30496823,NA
446,Woburn,0.15,2006,15.05180389,380.7958663,104.08999,0.675995536,534.5588345,21.27701404,NA
447,Woburn,0.15,2007,13.89169733,382.525515,141.1408141,0.581724092,498.2308853,21.58540893,NA
448,Woburn,0.15,2008,13.69703597,384.6410522,144.3234402,0.620777408,502.6387479,21.52858541,NA
449,Woburn,0.15,2009,13.87092822,386.1345178,98.64290979,0.621950694,486.5893886,21.43161728,NA
450,Woburn,0.15,2010,13.68657254,388.4160655,96.88843773,0.644948609,488.0179983,21.31775842,NA
451,Woburn,0.15,2011,13.88332335,390.2927877,95.45228805,0.660322998,500.5557294,21.2826356,NA
452,Woburn,0.15,2012,13.43142011,392.301734,149.5293346,0.57993209,448.5700597,21.68731232,NA
453,Woburn,0.15,2013,14.0515489,395.0367432,102.6489558,0.655619193,517.5399458,21.35423513,NA
454,Woburn,0.15,2014,14.71923596,396.9615301,128.9712613,0.650806747,506.5007065,21.51771418,NA
455,Woburn,0.15,2015,13.65582596,399.2625539,110.9360992,0.61442101,522.8323791,21.37969478,NA
456,Woburn,0.15,2016,14.26096229,402.6971503,133.856884,0.586457043,467.2987705,21.61792051,NA
